author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;house_number;underground
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295146761/;Санкт-Петербург;rent;flat;3;7;2;70.0;928;65000;0;Курортный;дорога Таможенная;11к1с10;Черная речка
Просто недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/289078632/;Санкт-Петербург;rent;flat;4;10;2;62.0;483;30000;0;Выборгский;проспект Тореза;35К1;Политехническая
NEXT Level;real_estate_agent;https://spb.cian.ru/rent/flat/282039714/;Санкт-Петербург;rent;flat;9;15;2;70.0;1000;70000;0;Петроградский;проспект Медиков;10к4;Петроградская
НЕВАДА-ЦЕНТР;real_estate_agent;https://spb.cian.ru/rent/flat/292374278/;Санкт-Петербург;rent;flat;7;8;4;120.0;1666;200000;0;Петроградский;Большая Посадская ;12;Горьковская
Zебра;real_estate_agent;https://spb.cian.ru/rent/flat/294946099/;Санкт-Петербург;rent;flat;7;8;1;24.0;750;18000;0;Красносельский;проспект Буденного;19к1;Проспект Ветеранов
Северный Регион СПб;real_estate_agent;https://spb.cian.ru/rent/flat/295796804/;Санкт-Петербург;rent;flat;12;27;1;37.0;756;28000;0;Выборгский;Выборгское шоссе;17к1;Проспект Просвещения
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294645119/;Санкт-Петербург;rent;flat;6;9;2;90.0;2222;200000;0;Центральный;Кирочная ;31к2;Площадь Восстания
Татьяна Васильева;realtor;https://spb.cian.ru/rent/flat/295758385/;Санкт-Петербург;rent;flat;7;9;3;60.0;583;35000;0;Выборгский; Ивана Фомина;7К1;Проспект Просвещения
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295803293/;Санкт-Петербург;rent;flat;2;7;2;56.4;3546;200000;0;Петроградский;Морской проспект;28;Крестовский остров
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295468826/;Санкт-Петербург;rent;flat;3;11;1;56.0;1785;100000;0;Петроградский;Барочная ;12;Чкаловская
Евгений Суриков;realtor;https://spb.cian.ru/rent/flat/295345893/;Санкт-Петербург;rent;flat;3;5;1;21.0;1090;22900;0;Центральный;Гончарная ;13А;Площадь Восстания
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295750390/;Санкт-Петербург;rent;flat;3;25;1;26.0;1730;45000;0;Василеостровский; Вадима Шефнера;4;Приморская
Союз;real_estate_agent;https://spb.cian.ru/rent/flat/295734328/;Санкт-Петербург;rent;flat;10;17;2;76.1;657;50000;0;Приморский; Савушкина;118;Беговая
Sample;real_estate_agent;https://spb.cian.ru/rent/flat/295882244/;Санкт-Петербург;rent;flat;5;15;1;35.2;653;23000;0;Фрунзенский; Димитрова;10К2;Проспект Славы
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295731045/;Санкт-Петербург;rent;flat;6;22;2;90.0;1000;90000;0;Московский;Варшавская ;61к1;Московская
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/292717241/;Санкт-Петербург;rent;flat;2;5;5;256.0;1367;350000;0;Центральный;Итальянская ;14/16;Гостиный двор
ID 103370245;realtor;https://spb.cian.ru/rent/flat/288115154/;Санкт-Петербург;rent;flat;3;8;1;28.3;1413;40000;0;Центральный;Лиговский проспект;71П;Владимирская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294082999/;Санкт-Петербург;rent;flat;8;12;3;122.6;978;120000;0;Центральный;Кирочная ;64;Чернышевская
Кристалл;real_estate_agent;https://spb.cian.ru/rent/flat/295358597/;Санкт-Петербург;rent;flat;7;8;2;87.5;971;85000;0;Петроградский;Зверинская ;22;Спортивная
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/293939296/;Санкт-Петербург;rent;flat;1;5;1;31.0;741;23000;0;Калининский; Софьи Ковалевской;8К2;Академическая
КВС;real_estate_agent;https://spb.cian.ru/rent/flat/295254058/;Санкт-Петербург;rent;flat;10;13;1;25.5;1490;38000;0;Выборгский;Новолитовская ;14;Лесная
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295417575/;Санкт-Петербург;rent;flat;7;8;1;46.0;2173;100000;0;Петроградский;Петровский проспект;24к2;Крестовский остров
Оксана Садовникова;realtor;https://spb.cian.ru/rent/flat/295327584/;Санкт-Петербург;rent;flat;4;5;2;55.9;715;40000;0;Петроградский;Вяземский переулок;4;Петроградская
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295245548/;Санкт-Петербург;rent;flat;5;12;1;52.0;711;37000;0;Выборгский;Выборгское шоссе;15;Проспект Просвещения
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295397740/;Санкт-Петербург;rent;flat;2;8;4;100.0;1300;130000;0;Петроградский;Барочная ;12;Чкаловская
Евгений Суриков;realtor;https://spb.cian.ru/rent/flat/295163708/;Санкт-Петербург;rent;flat;1;6;1;21.0;1142;23990;0;Центральный;Лиговский проспект;72Б;Лиговский проспект
Ваш Дом;real_estate_agent;https://spb.cian.ru/rent/flat/294663815/;Санкт-Петербург;rent;flat;13;19;1;35.48;1155;41000;0;Приморский;Комендантский проспект;61;Комендантский проспект
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/294418586/;Санкт-Петербург;rent;flat;4;9;4;200.0;700;140000;0;Петроградский;Мичуринская ;4;Горьковская
Агентство недвижимости Марии Тарасовой;real_estate_agent;https://spb.cian.ru/rent/flat/295887138/;Санкт-Петербург;rent;flat;4;9;1;35.0;514;18000;0;Фрунзенский;Бухарестская ;72К1;Международная
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295676109/;Санкт-Петербург;rent;flat;3;4;1;42.0;1666;70000;0;Центральный;площадь Островского;9;Гостиный двор
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295461511/;Санкт-Петербург;rent;flat;6;7;3;118.0;1016;120000;0;Курортный; Максима Горького;2;Черная речка
RentalSPb;real_estate_agent;https://spb.cian.ru/rent/flat/295394472/;Санкт-Петербург;rent;flat;1;7;1;22.0;863;19000;0;Адмиралтейский;8-я Красноармейская ;18;Балтийская
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295219386/;Санкт-Петербург;rent;flat;8;10;2;80.1;1498;120000;0;Центральный;9-я Советская ;5;Площадь Восстания
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295661668/;Санкт-Петербург;rent;flat;16;18;2;60.0;1333;80000;0;Московский; Парфеновская;17;Московские ворота
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/294927468/;Санкт-Петербург;rent;flat;2;7;3;120.0;916;110000;0;Центральный;Малая Конюшенная ;1-3В;Гостиный двор
Семейный Риэлтор;real_estate_agent;https://spb.cian.ru/rent/flat/294030375/;Санкт-Петербург;rent;flat;13;13;1;23.0;1043;24000;0;Приморский;Планерная ;93;Комендантский проспект
Реал;real_estate_agent;https://spb.cian.ru/rent/flat/295862355/;Санкт-Петербург;rent;flat;19;19;1;28.7;836;24000;0;Приморский;проспект Королева;64к1;Комендантский проспект
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295370569/;Санкт-Петербург;rent;flat;3;9;3;116.0;1293;150000;0;Центральный;набережная Воскресенская;4;Чернышевская
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295372908/;Санкт-Петербург;rent;flat;4;10;4;145.0;965;140000;0;Василеостровский;Уральская ;2;Василеостровская
Аксентьев Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295713899/;Санкт-Петербург;rent;flat;9;21;1;28.0;785;22000;0;Красносельский;Ленинский проспект;82к1;Ленинский проспект
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/289203313/;Санкт-Петербург;rent;flat;6;9;3;135.0;1481;200000;0;Петроградский;Морской проспект;33;Крестовский остров
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/294831586/;Санкт-Петербург;rent;flat;5;7;3;195.0;1948;380000;0;Центральный;Таврическая ;37;Чернышевская
ID 12317963;unknown;https://spb.cian.ru/rent/flat/295885390/;Санкт-Петербург;rent;flat;5;12;1;24.4;1229;30000;0;Выборгский;Манчестерская ;3к2;Удельная
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295834595/;Санкт-Петербург;rent;flat;2;4;3;78.0;1025;80000;0;Центральный;Невский проспект;100;Маяковская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295672996/;Санкт-Петербург;rent;flat;4;7;4;103.0;1553;160000;0;Адмиралтейский;Малая Морская ;19;Адмиралтейская
ID 110882421;homeowner;https://spb.cian.ru/rent/flat/295798189/;Санкт-Петербург;rent;flat;7;14;3;74.1;944;70000;0;Адмиралтейский;бульвар Измайловский;11;Московские ворота
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295803289/;Санкт-Петербург;rent;flat;10;12;1;39.0;1282;50000;0;Выборгский; Грибалевой;7к1;Лесная
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/293388609/;Санкт-Петербург;rent;flat;2;13;3;130.0;1923;250000;0;Петроградский;Песочная набережная;12;Чкаловская
АН Знаменское;real_estate_agent;https://spb.cian.ru/rent/flat/295812005/;Санкт-Петербург;rent;flat;6;13;1;32.0;781;25000;0;Калининский;Тихорецкий проспект;25К4;Политехническая
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/293000044/;Санкт-Петербург;rent;flat;3;5;4;233.0;1072;250000;0;Центральный;Лиговский проспект;2-4Л;Чернышевская
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/291201440/;Санкт-Петербург;rent;flat;9;12;3;140.0;3571;500000;0;Петроградский;Песочная набережная;12;Петроградская
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/295399281/;Санкт-Петербург;rent;flat;5;16;1;25.0;1000;25000;0;Красногвардейский; Маршала Тухачевского;23;Ладожская
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295157730/;Санкт-Петербург;rent;flat;1;6;1;38.0;2105;80000;0;Центральный;Невский проспект;97;Площадь Восстания
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295153987/;Санкт-Петербург;rent;flat;2;4;1;50.0;1900;95000;0;Центральный;Невский проспект;3;Адмиралтейская
Татьяна Надежда;realtor;https://spb.cian.ru/rent/flat/280372625/;Санкт-Петербург;rent;flat;11;12;1;24.0;791;19000;0;Красносельский;проспект Ветеранов;169к2;
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/294265710/;Санкт-Петербург;rent;flat;2;10;3;110.0;1363;150000;0;Петроградский;набережная Реки Карповки;10;Петроградская
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/293329419/;Санкт-Петербург;rent;flat;3;13;3;110.3;1359;150000;0;Центральный;набережная Воскресенская;4;Чернышевская
ID 11209882;unknown;https://spb.cian.ru/rent/flat/295817943/;Санкт-Петербург;rent;flat;4;20;1;37.5;1333;50000;0;Василеостровский; Челюскина;8;Приморская
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/292062991/;Санкт-Петербург;rent;flat;7;9;3;147.0;3401;500000;0;Петроградский;Песочная набережная;12;Петроградская
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/294310005/;Санкт-Петербург;rent;flat;3;4;3;100.0;1250;125000;0;Центральный;Невский проспект;88;Площадь Восстания
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295755256/;Санкт-Петербург;rent;flat;10;28;1;28.0;714;20000;0;Выборгский;Заречная ;45к1;Парнас
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295377983/;Санкт-Петербург;rent;flat;5;9;2;74.0;1081;80000;0;Центральный;Полтавский проезд;2;Площадь Восстания
Lighthome Real Estate;real_estate_agent;https://spb.cian.ru/rent/flat/295881596/;Санкт-Петербург;rent;flat;6;17;3;95.0;1263;120000;0;Василеостровский;проспект Малый Васильевского острова;90;Приморская
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/295893218/;Санкт-Петербург;rent;flat;6;8;1;24.0;833;20000;0;Красносельский;проспект Буденного;19к1;Ленинский проспект
YES;official_representative;https://spb.cian.ru/rent/flat/244958937/;Санкт-Петербург;rent;flat;14;16;-1;28.0;1321;37000;0;Выборгский; Хошимина;16;Проспект Просвещения
Las Vegas - офис СПБ;real_estate_agent;https://spb.cian.ru/rent/flat/294651798/;Санкт-Петербург;rent;flat;1;6;1;37.5;800;30000;0;Московский;Новоизмайловский проспект;101;Московская
ID 49878095;official_representative;https://spb.cian.ru/rent/flat/294293709/;Санкт-Петербург;rent;flat;1;14;-1;14.8;2027;30000;0;Выборгский;Большой Сампсониевский проспект;74;Лесная
YES;official_representative;https://spb.cian.ru/rent/flat/276849795/;Санкт-Петербург;rent;flat;7;10;-1;26.0;2192;57000;0;Центральный;Социалистическая ;21;Лиговский проспект
YES;official_representative;https://spb.cian.ru/rent/flat/291899980/;Санкт-Петербург;rent;flat;8;10;-1;26.0;1884;49000;0;Центральный;Социалистическая ;21;Лиговский проспект
ID 13053647;homeowner;https://spb.cian.ru/rent/flat/295632372/;Санкт-Петербург;rent;flat;4;5;2;72.0;625;45000;0;Красногвардейский;Заневский проспект;7/7;Новочеркасская
Екатерина Кузнецова;realtor;https://spb.cian.ru/rent/flat/295252887/;Санкт-Петербург;rent;flat;2;5;1;46.8;1816;85000;0;Центральный;Фурштатская ;11;Чернышевская
YES;official_representative;https://spb.cian.ru/rent/flat/283791063/;Санкт-Петербург;rent;flat;15;16;-1;28.0;1500;42000;0;Выборгский; Хошимина;16А;Проспект Просвещения
Аристократ;real_estate_agent;https://spb.cian.ru/rent/flat/295362222/;Санкт-Петербург;rent;flat;7;10;1;25.0;880;22000;0;Приморский;проспект Авиаконструкторов;67к1;Комендантский проспект
Lighthome Real Estate;real_estate_agent;https://spb.cian.ru/rent/flat/295057882/;Санкт-Петербург;rent;flat;7;12;1;24.8;1330;33000;0;Московский; Среднерогатская;13к1;Звездная
YES;real_estate_agent;https://spb.cian.ru/rent/flat/295763846/;Санкт-Петербург;rent;flat;22;24;2;56.0;625;35000;0;Невский; Русановская;17к3;
ЭксперТ;real_estate_agent;https://spb.cian.ru/rent/flat/295800344/;Санкт-Петербург;rent;flat;1;5;1;34.5;579;20000;0;Колпинский; Танкистов;20;Шушары
Las Vegas - офис СПБ;real_estate_agent;https://spb.cian.ru/rent/flat/295089367/;Санкт-Петербург;rent;flat;4;20;1;50.0;1100;55000;0;Приморский;Ушаковская набережная;3к4;Черная речка
Las Vegas - офис СПБ;real_estate_agent;https://spb.cian.ru/rent/flat/295066048/;Санкт-Петербург;rent;flat;1;22;4;80.0;1125;90000;0;Московский;Варшавская ;19к5;Электросила
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295364884/;Санкт-Петербург;rent;flat;7;15;1;24.5;816;20000;0;Приморский; Верхне-Каменская;9к1;Комендантский проспект
ID 13356083;realtor;https://spb.cian.ru/rent/flat/266616111/;Санкт-Петербург;rent;flat;15;20;1;26.0;1269;33000;0;Московский;Витебский проспект;101к1;Купчино
ID 235226;unknown;https://spb.cian.ru/rent/flat/295897470/;Санкт-Петербург;rent;flat;1;5;1;30.0;833;25000;0;Выборгский;2-й Муринский проспект;10К3;Пионерская
РоссМетр;real_estate_agent;https://spb.cian.ru/rent/flat/263105016/;Санкт-Петербург;rent;flat;5;9;1;50.0;1200;60000;0;Петроградский;Пионерская ;16;Чкаловская
ID 14079234;realtor;https://spb.cian.ru/rent/flat/232171659/;Санкт-Петербург;rent;flat;11;19;1;32.0;1093;35000;0;Приморский;Комендантский проспект;55к1;Комендантский проспект
Алевтина Картышева;realtor;https://spb.cian.ru/rent/flat/295882197/;Санкт-Петербург;rent;flat;9;14;1;41.0;536;22000;0;Красногвардейский;Пискаревский проспект;165к1;Девяткино
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/295085746/;Санкт-Петербург;rent;flat;5;5;3;54.0;462;25000;0;Петродворцовый;Гостилицкое шоссе;17к1;
Людмила Радченко;realtor;https://spb.cian.ru/rent/flat/295881754/;Санкт-Петербург;rent;flat;3;9;2;45.4;726;33000;0;Выборгский; Есенина;12К1;Озерки
ID 59269138;unknown;https://spb.cian.ru/rent/flat/293708368/;Санкт-Петербург;rent;flat;8;25;1;36.0;777;28000;0;Приморский;Шуваловский проспект;37к1;Комендантский проспект
Инь-Ян;real_estate_agent;https://spb.cian.ru/rent/flat/284648742/;Санкт-Петербург;rent;flat;6;24;1;38.0;894;34000;0;Московский; Среднерогатская;13к1;Звездная
ID 109593584;homeowner;https://spb.cian.ru/rent/flat/295686648/;Санкт-Петербург;rent;flat;1;2;1;13.0;2230;29000;0;Центральный;набережная Обводного Канала;59В;Обводный канал
ID 25359938;realtor;https://spb.cian.ru/rent/flat/285314875/;Санкт-Петербург;rent;flat;14;25;1;28.0;928;26000;0;Выборгский;проезд Толубеевский;36к3;Парнас
Татьяна Шорникова;realtor;https://spb.cian.ru/rent/flat/295855854/;Санкт-Петербург;rent;flat;13;17;1;43.0;813;35000;0;Приморский;Комендантский проспект;16к1Б;Комендантский проспект
ID 469038;realtor;https://spb.cian.ru/rent/flat/295326236/;Санкт-Петербург;rent;flat;5;12;1;23.0;1521;35000;0;Кировский;Автово;5к1;Автово
ID 428182;homeowner;https://spb.cian.ru/rent/flat/295756015/;Санкт-Петербург;rent;flat;8;24;1;37.0;945;35000;0;Калининский;Пискарёвка;7к1;Лесная
ID 109349009;homeowner;https://spb.cian.ru/rent/flat/294423894/;Санкт-Петербург;rent;flat;3;8;1;38.1;787;30000;0;Красносельский;проспект Буденного;19к1;Ленинский проспект
ID 109848286;homeowner;https://spb.cian.ru/rent/flat/294963915/;Санкт-Петербург;rent;flat;3;5;1;33.1;966;32000;0;Московский;Пулковское шоссе;73к7;Московская
ID 86479086;realtor;https://spb.cian.ru/rent/flat/295720900/;Санкт-Петербург;rent;flat;28;29;-1;23.5;1276;30000;0;Московский;Витебский проспект;99к1;Купчино
Надежда Бабушкина;realtor;https://spb.cian.ru/rent/flat/294768450/;Санкт-Петербург;rent;flat;7;27;1;25.0;880;22000;0;Приморский;аллея Арцеуловская;21;Комендантский проспект
VALO Hotel City;real_estate_agent;https://spb.cian.ru/rent/flat/289912260/;Санкт-Петербург;rent;flat;5;18;-1;24.5;1551;38000;0;Фрунзенский; Салова;61;Бухарестская
ID 54263178;homeowner;https://spb.cian.ru/rent/flat/293618634/;Санкт-Петербург;rent;flat;8;25;1;39.7;1007;40000;0;Приморский;Мебельная ;35к2;Беговая
Евгений Суриков;realtor;https://spb.cian.ru/rent/flat/295427052/;Санкт-Петербург;rent;flat;3;4;1;22.0;1040;22900;0;Центральный;Гончарная ;13;Площадь Восстания
ID 15075108;homeowner;https://spb.cian.ru/rent/flat/295770055/;Санкт-Петербург;rent;flat;3;4;3;93.0;752;70000;0;Приморский;Парашютная ;15;Комендантский проспект
ID 93516029;homeowner;https://spb.cian.ru/rent/flat/295391408/;Санкт-Петербург;rent;flat;5;10;-1;26.5;1886;50000;0;Центральный;Социалистическая ;21;Лиговский проспект
МАКРОМИР НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/294694899/;Санкт-Петербург;rent;flat;6;15;1;27.6;652;18000;0;Невский; Русановская;19к3;Ломоносовская
ID 77842803;realtor;https://spb.cian.ru/rent/flat/295837433/;Санкт-Петербург;rent;flat;1;8;1;62.0;1290;80000;0;Петроградский;Барочная ;12;Чкаловская
ID 109802055;homeowner;https://spb.cian.ru/rent/flat/295060155/;Санкт-Петербург;rent;flat;12;18;1;32.2;1118;36000;0;Выборгский;Лесной проспект;67к1;Лесная
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/272987032/;Санкт-Петербург;rent;flat;1;17;1;25.0;880;22000;0;Приморский; Плесецкая;10с1;Комендантский проспект
Гранит Инвест;real_estate_agent;https://spb.cian.ru/rent/flat/271903922/;Санкт-Петербург;rent;flat;6;7;3;122.4;694;85000;0;Адмиралтейский;Можайская ;18;Пушкинская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/278474587/;Санкт-Петербург;rent;flat;4;7;3;138.0;4202;580000;0;Петроградский;Константиновский проспект;23;Крестовский остров
ID 94365233;homeowner;https://spb.cian.ru/rent/flat/294248107/;Санкт-Петербург;rent;flat;4;5;2;51.0;686;35000;0;Калининский;Гражданский проспект;115К3;Гражданский проспект
Ольга Соколова;realtor;https://spb.cian.ru/rent/flat/293946173/;Санкт-Петербург;rent;flat;3;16;3;134.0;559;75000;0;Выборгский;Манчестерская ;10к2;Удельная
НЕВАДА-ЦЕНТР;real_estate_agent;https://spb.cian.ru/rent/flat/295735506/;Санкт-Петербург;rent;flat;5;10;2;60.0;666;40000;0;Приморский;аллея Поликарпова;10К2;Пионерская
Итака;real_estate_agent;https://spb.cian.ru/rent/flat/295285934/;Санкт-Петербург;rent;flat;1;18;1;33.2;692;23000;0;Красносельский; Маршала Казакова;44к2;Автово
NEXT Level;real_estate_agent;https://spb.cian.ru/rent/flat/294495258/;Санкт-Петербург;rent;flat;2;4;3;75.0;893;67000;0;Адмиралтейский;Вознесенский проспект;7;Адмиралтейская
Крепость;real_estate_agent;https://spb.cian.ru/rent/flat/293956739/;Санкт-Петербург;rent;flat;13;15;1;39.0;692;27000;0;Красносельский; Рихарда Зорге;4к2;
Халид Багамаев;realtor;https://spb.cian.ru/rent/flat/294969062/;Санкт-Петербург;rent;flat;2;9;1;30.5;754;23000;0;Калининский; Демьяна Бедного;32к1;Гражданский проспект
Гранит Инвест;real_estate_agent;https://spb.cian.ru/rent/flat/295601932/;Санкт-Петербург;rent;flat;2;5;3;145.1;1826;265000;0;Петроградский;набережная Мартынова;74Б;Крестовский остров
Екатерина Карпович;realtor;https://spb.cian.ru/rent/flat/295668579/;Санкт-Петербург;rent;flat;7;9;2;55.0;727;40000;0;Фрунзенский; Белы Куна;15к4;Международная
Хозяин Сервис;real_estate_agent;https://spb.cian.ru/rent/flat/294623820/;Санкт-Петербург;rent;flat;7;8;1;24.0;916;22000;0;Красносельский;проспект Буденного;23к4;
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295364418/;Санкт-Петербург;rent;flat;2;6;2;87.0;862;75000;0;Московский;Московский проспект;192-194;Парк Победы
Гранит Инвест;real_estate_agent;https://spb.cian.ru/rent/flat/294697668/;Санкт-Петербург;rent;flat;4;8;3;120.8;1572;190000;0;Петроградский;Морской проспект;33;Крестовский остров
Марина Власова;realtor;https://spb.cian.ru/rent/flat/295393010/;Санкт-Петербург;rent;flat;11;13;1;28.0;714;20000;0;Выборгский;проспект Просвещения;46К1;Проспект Просвещения
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295420923/;Санкт-Петербург;rent;flat;6;9;2;68.0;808;55000;0;Василеостровский; Беринга;5;Василеостровская
Ольга Михайленко;realtor;https://spb.cian.ru/rent/flat/294949794/;Санкт-Петербург;rent;flat;4;4;3;85.0;823;70000;0;Центральный;проспект Бакунина;19-25;Площадь Александра Невского
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/295688146/;Санкт-Петербург;rent;flat;5;12;1;24.0;833;20000;0;Красносельский; Адмирала Черокова;22;Проспект Ветеранов
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/280953033/;Санкт-Петербург;rent;flat;11;18;3;110.0;727;80000;0;Калининский;Гжатская ;22к3;Академическая
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294299591/;Санкт-Петербург;rent;flat;2;5;3;97.0;1907;185000;0;Центральный;Стремянная ;15/1;Маяковская
Панорама;real_estate_agent;https://spb.cian.ru/rent/flat/295735365/;Санкт-Петербург;rent;flat;7;12;1;24.0;1000;24000;0;Пушкинский;проспект Старорусский;13к1;Купчино
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/291607915/;Санкт-Петербург;rent;flat;6;7;-1;240.0;750;180000;0;Красногвардейский;шоссе Революции;88Д;Новочеркасская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295149807/;Санкт-Петербург;rent;flat;5;5;4;150.0;800;120000;0;Центральный;набережная Реки Фонтанки;52;Достоевская
Первое Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/rent/flat/295758413/;Санкт-Петербург;rent;flat;4;25;1;18.9;1058;20000;0;Приморский;набережная Реки Каменки;21к1;
NEDmax;real_estate_agent;https://spb.cian.ru/rent/flat/295750386/;Санкт-Петербург;rent;flat;11;25;3;100.0;770;77000;0;Выборгский;Выборгское шоссе;17к4;Проспект Просвещения
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/287722703/;Санкт-Петербург;rent;flat;8;9;3;121.0;1157;140000;0;Петроградский; Куйбышева;26к2;Горьковская
Владислав Никоненко;realtor;https://spb.cian.ru/rent/flat/158589871/;Санкт-Петербург;rent;flat;6;16;1;38.0;631;24000;0;Невский;Шлиссельбургский проспект;11;Рыбацкое
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295195232/;Санкт-Петербург;rent;flat;4;10;1;45.0;1200;54000;0;Центральный;Кременчугская ;17к2;Площадь Александра Невского
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/294459571/;Санкт-Петербург;rent;flat;15;18;2;54.0;1296;70000;0;Московский; Среднерогатская;16к5;Звездная
Самолет Плюс Центр;real_estate_agent;https://spb.cian.ru/rent/flat/295103922/;Санкт-Петербург;rent;flat;4;5;1;32.0;937;30000;0;Красногвардейский;Заневский проспект;24/35;
Remiz;real_estate_agent;https://spb.cian.ru/rent/flat/295390909/;Санкт-Петербург;rent;flat;6;25;1;40.0;975;39000;0;Калининский;Кондратьевский проспект;62к7;Лесная
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/295788945/;Санкт-Петербург;rent;flat;2;5;3;85.0;1058;90000;0;Центральный;Невский проспект;100;Маяковская
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/295739920/;Санкт-Петербург;rent;flat;2;5;1;24.6;813;20000;0;Пушкинский; Образцовая;5к1;Московская
FRAN;real_estate_agent;https://spb.cian.ru/rent/flat/295687446/;Санкт-Петербург;rent;flat;4;5;1;28.0;1071;30000;0;Красносельский;проспект Ветеранов;194;Проспект Ветеранов
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295466728/;Санкт-Петербург;rent;flat;3;7;3;184.0;1195;220000;0;Петроградский;Вязовая ;8;Крестовский остров
Анна Ефимова;realtor;https://spb.cian.ru/rent/flat/295887901/;Санкт-Петербург;rent;flat;4;5;2;45.0;511;23000;0;Фрунзенский;Софийская ;45К1;Международная
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295055846/;Санкт-Петербург;rent;flat;3;5;5;215.0;837;180000;0;Петроградский;Каменноостровский проспект;54/31;Петроградская
Герман Голдман;realtor;https://spb.cian.ru/rent/flat/295882518/;Санкт-Петербург;rent;flat;5;5;1;30.5;1311;40000;0;Московский;Витебский проспект;47К3;Звездная
