author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;house_number;underground
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/292157286/;Санкт-Петербург;rent;flat;3;21;-1;24.0;1458;35000;0;Московский;Витебский проспект;101к1;Купчино
ID 108964118;homeowner;https://spb.cian.ru/rent/flat/295894835/;Санкт-Петербург;rent;flat;15;16;1;42.0;1785;75000;0;Московский;Пулковское шоссе;14Д;Звездная
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/294227568/;Санкт-Петербург;rent;flat;9;26;3;114.0;833;95000;0;Приморский;Приморский проспект;137к1;Беговая
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/287544878/;Санкт-Петербург;rent;flat;2;5;2;40.0;2375;95000;0;Центральный;Невский проспект;3;Адмиралтейская
Реал;real_estate_agent;https://spb.cian.ru/rent/flat/295006089/;Санкт-Петербург;rent;flat;8;8;1;25.0;680;17000;0;Красносельский;проспект Буденного;21к1;Проспект Ветеранов
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/293970834/;Санкт-Петербург;rent;flat;1;3;3;175.0;714;125000;0;Адмиралтейский;Английская набережная;20;
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/289196442/;Санкт-Петербург;rent;flat;9;10;1;28.0;1607;45000;0;Василеостровский;проспект Малый Васильевского острова;54к2;Василеостровская
Михаил Морозан;realtor;https://spb.cian.ru/rent/flat/295032650/;Санкт-Петербург;rent;flat;9;26;1;21.0;904;19000;0;Приморский;набережная Реки Каменки;19к1;Парнас
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/293026817/;Санкт-Петербург;rent;flat;4;13;1;28.0;1785;50000;0;Выборгский; Грибалевой;7к3;Лесная
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294167338/;Санкт-Петербург;rent;flat;2;8;3;110.0;1363;150000;0;Петроградский;набережная Реки Карповки;10;Петроградская
ID 110608411;homeowner;https://spb.cian.ru/rent/flat/295629505/;Санкт-Петербург;rent;flat;4;4;2;43.0;1395;60000;0;Центральный;Лиговский проспект;84/2;Лиговский проспект
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294454967/;Санкт-Петербург;rent;flat;2;8;2;134.0;1380;185000;0;Петроградский;Каменноостровский проспект;64К2;Петроградская
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295536536/;Санкт-Петербург;rent;flat;4;7;3;125.0;1040;130000;0;Василеостровский;Волховский переулок;4;Спортивная
Евгений Суриков;realtor;https://spb.cian.ru/rent/flat/294956761/;Санкт-Петербург;rent;flat;1;5;1;21.0;1142;24000;0;Центральный;Лиговский проспект;68В;Лиговский проспект
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/294508947/;Санкт-Петербург;rent;flat;2;12;1;25.0;2320;58000;0;Фрунзенский; Тосина;6;Лиговский проспект
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295792634/;Санкт-Петербург;rent;flat;2;4;3;80.0;1000;80000;0;Центральный;Невский проспект;100;Маяковская
ID 79511791;homeowner;https://spb.cian.ru/rent/flat/279597820/;Санкт-Петербург;rent;flat;20;23;1;38.0;789;30000;0;Пушкинский;Школьная ;17;Купчино
Алёна Осипова;realtor;https://spb.cian.ru/rent/flat/281523062/;Санкт-Петербург;rent;flat;7;10;4;180.0;944;170000;0;Центральный;набережная Воскресенская;4;Чернышевская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/293950425/;Санкт-Петербург;rent;flat;3;5;1;42.0;1785;75000;0;Центральный;площадь Островского;9;Гостиный двор
АРИН;real_estate_agent;https://spb.cian.ru/rent/flat/295076792/;Санкт-Петербург;rent;flat;4;24;1;29.0;758;22000;0;Приморский; Плесецкая;14;Комендантский проспект
Soft House Estate;real_estate_agent;https://spb.cian.ru/rent/flat/292815452/;Санкт-Петербург;rent;flat;3;4;4;115.0;956;110000;0;Василеостровский;проспект Средний Васильевского острова;16;Василеостровская
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/294910099/;Санкт-Петербург;rent;flat;7;10;3;65.0;1076;70000;0;Василеостровский; Вадима Шефнера;4;Приморская
Андрей Иванов;realtor;https://spb.cian.ru/rent/flat/243395509/;Санкт-Петербург;rent;flat;2;3;2;70.0;712;49900;0;Центральный;Разъезжая ;9;Владимирская
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295277680/;Санкт-Петербург;rent;flat;2;5;1;25.0;1560;39000;0;Центральный; Рубинштейна;11;Владимирская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295461514/;Санкт-Петербург;rent;flat;4;6;2;55.0;3636;200000;0;Центральный;Невский проспект;40-42;Невский проспект
Cветлана Севрюкова;realtor;https://spb.cian.ru/rent/flat/294696421/;Санкт-Петербург;rent;flat;4;5;1;32.0;687;22000;0;Петродворцовый;Красноармейская ;37;
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295362469/;Санкт-Петербург;rent;flat;22;22;3;80.0;1125;90000;0;Приморский;Лыжный переулок;4к3;Беговая
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/291376447/;Санкт-Петербург;rent;flat;6;8;-1;26.0;2692;70000;0;Центральный;Херсонская ;43/12;Площадь Александра Невского
Светлана Голубева;realtor;https://spb.cian.ru/rent/flat/293051161/;Санкт-Петербург;rent;flat;8;26;1;20.6;922;19000;0;Красногвардейский;Полюстрово;10к1;Девяткино
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295288117/;Санкт-Петербург;rent;flat;9;13;1;26.0;1346;35000;0;Выборгский;Большой Сампсониевский проспект;69к5;Лесная
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/295276300/;Санкт-Петербург;rent;flat;2;10;2;107.0;1214;130000;0;Василеостровский;Волховский переулок;4;Спортивная
ID 20451267;realtor;https://spb.cian.ru/rent/flat/295763987/;Санкт-Петербург;rent;flat;2;5;1;27.0;925;25000;0;Красносельский; Владимира Пчелинцева;6к1;Проспект Ветеранов
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/294817830/;Санкт-Петербург;rent;flat;3;6;2;71.0;915;65000;0;Курортный;дорога Таможенная;11к1с1;Беговая
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/291376440/;Санкт-Петербург;rent;flat;6;8;1;22.0;2727;60000;0;Центральный;Херсонская ;43/12;Площадь Александра Невского
ID 18169916;homeowner;https://spb.cian.ru/rent/flat/288916666/;Санкт-Петербург;rent;flat;1;4;1;16.0;1937;31000;0;Адмиралтейский;набережная Реки Фонтанки;116;Садовая
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295221622/;Санкт-Петербург;rent;flat;7;21;1;36.0;1805;65000;0;Красносельский; Катерников;7;Ленинский проспект
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/292293669/;Санкт-Петербург;rent;flat;1;5;1;20.0;2750;55000;0;Адмиралтейский;Малая Морская ;19;Адмиралтейская
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295852968/;Санкт-Петербург;rent;flat;5;8;1;31.1;643;20000;0;Красносельский;проспект Буденного;19к1;Проспект Ветеранов
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295648837/;Санкт-Петербург;rent;flat;4;10;4;82.0;1048;86000;0;Красногвардейский;Пискаревский проспект;1;
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/288629281/;Санкт-Петербург;rent;flat;4;6;1;90.0;2222;200000;0;Центральный;набережная Реки Фонтанки;40/68;Достоевская
Владис Аврора;real_estate_agent;https://spb.cian.ru/rent/flat/293315085/;Санкт-Петербург;rent;flat;3;19;1;21.1;758;16000;0;Красногвардейский;Полюстрово;27к2;Гражданский проспект
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295728691/;Санкт-Петербург;rent;flat;4;9;2;65.0;1061;69000;0;Центральный;Кременчугская ;9К1;
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/292607784/;Санкт-Петербург;rent;flat;3;7;3;100.0;1250;125000;0;Центральный;Невский проспект;88;Маяковская
ID 56216238;homeowner;https://spb.cian.ru/rent/flat/295733410/;Санкт-Петербург;rent;flat;9;21;3;100.0;800;80000;0;Приморский;Земледельческая ;5к2;Лесная
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/294478195/;Санкт-Петербург;rent;flat;7;17;2;64.0;1328;85000;0;Адмиралтейский; Парфеновская;14к1;Фрунзенская
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/291066829/;Санкт-Петербург;rent;flat;3;5;3;104.0;1730;180000;0;Центральный;Малая Московская ;5;Владимирская
Начало.Сервис;real_estate_agent;https://spb.cian.ru/rent/flat/295730804/;Санкт-Петербург;rent;flat;12;13;-1;26.0;769;20000;0;Невский;Варфоломеевская ;6;Ломоносовская
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/294297723/;Санкт-Петербург;rent;flat;7;10;2;47.0;1808;85000;0;Центральный;Кременчугская ;11К1;Площадь Александра Невского
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295648839/;Санкт-Петербург;rent;flat;7;11;1;20.2;2227;45000;0;Василеостровский;набережная Макарова;58с2;Приморская
Городской Центр Недвижимости;real_estate_agent;https://spb.cian.ru/rent/flat/288870847/;Санкт-Петербург;rent;flat;8;26;1;38.0;605;23000;0;Красносельский; Маршала Казакова;50к1;Ленинский проспект
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295855881/;Санкт-Петербург;rent;flat;8;17;4;148.0;675;100000;0;Красногвардейский;Малоохтинский проспект;16к1;Новочеркасская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/295416788/;Санкт-Петербург;rent;flat;5;11;1;39.0;1666;65000;0;Фрунзенский;Лиговский проспект;271;Обводный канал
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295728687/;Санкт-Петербург;rent;flat;16;19;2;60.0;1333;80000;0;Московский; Парфеновская;17;
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294909288/;Санкт-Петербург;rent;flat;3;6;3;86.0;1046;90000;0;Центральный;Полтавский проезд;2;Площадь Восстания
Игорь Карпенко;realtor;https://spb.cian.ru/rent/flat/280311568/;Санкт-Петербург;rent;flat;8;14;1;38.0;631;23999;0;Приморский;Планерная ;95к1;Комендантский проспект
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295661769/;Санкт-Петербург;rent;flat;5;6;2;57.0;1491;85000;0;Центральный;Лиговский проспект;123;Лиговский проспект
Soft House Estate;real_estate_agent;https://spb.cian.ru/rent/flat/295798340/;Санкт-Петербург;rent;flat;6;12;1;33.0;1666;55000;0;Фрунзенский;Лиговский проспект;271;Обводный канал
Экотон;real_estate_agent;https://spb.cian.ru/rent/flat/295715293/;Санкт-Петербург;rent;flat;5;8;1;24.0;791;19000;0;Красносельский;проспект Ветеранов;183;Проспект Ветеранов
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295440679/;Санкт-Петербург;rent;flat;13;13;3;140.0;928;130000;0;Василеостровский;набережная Реки Смоленки;35к1;Приморская
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/289493928/;Санкт-Петербург;rent;flat;3;10;4;115.0;2347;270000;0;Петроградский;Вязовая ;10;Крестовский остров
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/rent/flat/295897806/;Санкт-Петербург;rent;flat;3;6;2;60.0;700;42000;0;Московский;Смоленская ;3-5;Фрунзенская
МИР КВАРТИР;real_estate_agent;https://spb.cian.ru/rent/flat/295727939/;Санкт-Петербург;rent;flat;7;7;1;41.0;1341;55000;0;Адмиралтейский; Шкапина;24;Балтийская
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295747402/;Санкт-Петербург;rent;flat;3;5;1;37.0;1891;70000;0;Адмиралтейский;набережная Обводного Канала;118б;Балтийская
Экотон;real_estate_agent;https://spb.cian.ru/rent/flat/295364417/;Санкт-Петербург;rent;flat;1;25;1;25.0;800;20000;0;Невский;проспект Советский;34к3;Рыбацкое
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/291314633/;Санкт-Петербург;rent;flat;5;14;4;155.0;967;150000;0;Московский; Победы;3;Московская
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/rent/flat/294266293/;Санкт-Петербург;rent;flat;8;9;2;78.0;1794;140000;0;Петроградский;Петровский проспект;5;Чкаловская
ID 53312335;homeowner;https://spb.cian.ru/rent/flat/295110882/;Санкт-Петербург;rent;flat;5;9;2;45.7;656;30000;0;Выборгский; Симонова;7К1;Проспект Просвещения
Golden Home;real_estate_agent;https://spb.cian.ru/rent/flat/295599343/;Санкт-Петербург;rent;flat;3;6;3;83.0;903;75000;0;Выборгский; Композиторов;10;Проспект Просвещения
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/295456965/;Санкт-Петербург;rent;flat;2;14;4;156.0;641;100000;0;Красногвардейский;Малоохтинский проспект;16к1;Новочеркасская
Владимир Съедин;realtor;https://spb.cian.ru/rent/flat/267082623/;Санкт-Петербург;rent;flat;2;13;1;24.9;883;22000;0;Красносельский;проспект Ветеранов;173к7;
Stanley Realty;real_estate_agent;https://spb.cian.ru/rent/flat/280851535/;Санкт-Петербург;rent;flat;2;5;4;170.0;823;140000;0;Центральный;Итальянская ;12Е;Гостиный двор
